  1.00000000000000002E-003    3.00192017968873388E-003     1152.8720487723776          1266.6330512273641          1.4999999956267207     
  2.00000000000000004E-003    3.00192017968873388E-003     1152.8720487723776          1266.6330512273641          1.4999999956267207     
  3.00000000000000006E-003    3.00248395203240974E-003     1152.8720487715179          1266.8709457811581          1.4999999862033238     
  4.00000000000000008E-003    3.00304808226628094E-003     1152.8720487706603          1267.1089754385464          1.4999999861975775     
  5.00000000000000010E-003    3.00361255307361481E-003     1152.8720487698049          1267.3471487978109          1.4999999861918454     
  6.00000000000000012E-003    3.00417736403974173E-003     1152.8720487689513          1267.5854656839856          1.4999999861861266     
  7.00000000000000015E-003    3.00474251474862038E-003     1152.8720487680998          1267.8239259215250          1.4999999861804221     
  8.00000000000000017E-003    3.00530800478283899E-003     1152.8720487672506          1268.0625293343064          1.4999999861747313     
  9.00000000000000105E-003    3.00587383372361494E-003     1152.8720487664029          1268.3012757456290          1.4999999861690538     
  1.00000000000000002E-002    3.00644000115079515E-003     1152.8720487655580          1268.5401649782111          1.4999999861633915     
  1.09999999999999994E-002    3.00700650664285744E-003     1152.8720487647147          1268.7791968541965          1.4999999861577422     
  1.20000000000000002E-002    3.00757334977690876E-003     1152.8720487638739          1269.0183711951493          1.4999999861521076     
  1.30000000000000011E-002    3.00814053012868820E-003     1152.8720487630351          1269.2576878220559          1.4999999861464868     
  1.40000000000000003E-002    3.00870804727256620E-003     1152.8720487621983          1269.4971465553253          1.4999999861408806     
  1.49999999999999994E-002    3.00927590078154403E-003     1152.8720487613634          1269.7367472147905          1.4999999861352875     
  1.60000000000000003E-002    3.00984409022725559E-003     1152.8720487605310          1269.9764896197050          1.4999999861297093     
  1.70000000000000012E-002    3.01041261517996737E-003     1152.8720487597006          1270.2163735887477          1.4999999861241449     
  1.80000000000000021E-002    3.01098147520857716E-003     1152.8720487588723          1270.4563989400183          1.4999999861185946     
  1.89999999999999995E-002    3.01155066988061928E-003     1152.8720487580460          1270.6965654910416          1.4999999861130584     
  2.00000000000000004E-002    3.01212019876225933E-003     1152.8720487572220          1270.9368730587653          1.4999999861075368     
  2.10000000000000013E-002    3.01269006141829769E-003     1152.8720487564001          1271.1773214595605          1.4999999861020294     
  2.19999999999999987E-002    3.01326025741216995E-003     1152.8720487555804          1271.4179105092232          1.4999999860965363     
  2.29999999999999996E-002    3.01383078630594820E-003     1152.8720487547625          1271.6586400229735          1.4999999860910571     
  2.40000000000000005E-002    3.01440164766033757E-003     1152.8720487539472          1271.8995098154546          1.4999999860855928     
  2.50000000000000014E-002    3.01497284103468145E-003     1152.8720487531339          1272.1405197007359          1.4999999860801425     
  2.60000000000000023E-002    3.01554436598695927E-003     1152.8720487523226          1272.3816694923105          1.4999999860747066     
  2.69999999999999997E-002    3.01611622207378785E-003     1152.8720487515136          1272.6229590030962          1.4999999860692854     
  2.80000000000000006E-002    3.01668840885042228E-003     1152.8720487507067          1272.8643880454381          1.4999999860638782     
  2.90000000000000015E-002    3.01726092587075714E-003     1152.8720487499018          1273.1059564311051          1.4999999860584854     
  2.99999999999999989E-002    3.01783377268732226E-003     1152.8720487490993          1273.3476639712915          1.4999999860531077     
  3.09999999999999998E-002    3.01840694885129089E-003     1152.8720487482990          1273.5895104766187          1.4999999860477442     
  3.20000000000000007E-002    3.01898045391247498E-003     1152.8720487475007          1273.8314957571345          1.4999999860423947     
  3.30000000000000016E-002    3.01955428741932687E-003     1152.8720487467046          1274.0736196223115          1.4999999860370603     
  3.40000000000000024E-002    3.02012844891894061E-003     1152.8720487459111          1274.3158818810505          1.4999999860317408     
  3.50000000000000033E-002    3.02070293795705328E-003     1152.8720487451192          1274.5582823416798          1.4999999860264348     
  3.60000000000000042E-002    3.02127775407804236E-003     1152.8720487443297          1274.8008208119525          1.4999999860211441     
  3.69999999999999982E-002    3.02185289682492964E-003     1152.8720487435426          1275.0434970990514          1.4999999860158681     
  3.79999999999999991E-002    3.02242836573938167E-003     1152.8720487427574          1275.2863110095868          1.4999999860106068     
  3.89999999999999999E-002    3.02300416036170886E-003     1152.8720487419744          1275.5292623495966          1.4999999860053599     
  4.00000000000000008E-002    3.02358028023086553E-003     1152.8720487411938          1275.7723509245470          1.4999999860001281     
  4.10000000000000017E-002    3.02415672488445374E-003     1152.8720487404153          1276.0155765393333          1.4999999859949105     
  4.20000000000000026E-002    3.02473349385872252E-003     1152.8720487396388          1276.2589389982800          1.4999999859897077     
  4.30000000000000035E-002    3.02531058668856559E-003     1152.8720487388648          1276.5024381051389          1.4999999859845201     
  4.39999999999999974E-002    3.02588800290752667E-003     1152.8720487380931          1276.7460736630933          1.4999999859793476     
  4.49999999999999983E-002    3.02646574204779809E-003     1152.8720487373232          1276.9898454747570          1.4999999859741888     
  4.59999999999999992E-002    3.02704380364022087E-003     1152.8720487365558          1277.2337533421708          1.4999999859690456     
  4.70000000000000001E-002    3.02762218721428769E-003     1152.8720487357907          1277.4777970668094          1.4999999859639175     
  4.80000000000000010E-002    3.02820089229814031E-003     1152.8720487350279          1277.7219764495765          1.4999999859588042     
  4.90000000000000019E-002    3.02877991841857350E-003     1152.8720487342671          1277.9662912908075          1.4999999859537057     
  5.00000000000000028E-002    3.02935926510103327E-003     1152.8720487335086          1278.2107413902681          1.4999999859486219     
  5.10000000000000037E-002    3.02993893186962165E-003     1152.8720487327521          1278.4553265471575          1.4999999859435531     
  5.20000000000000046E-002    3.03051891824709192E-003     1152.8720487319981          1278.7000465601063          1.4999999859384994     
